iter,best,elapsed,group_1,group_2,group_3,group_4
176,0.11929023714913542,,,,,
177,0.11929023714913542,,,,,
178,0.11929023714913542,,,,,
179,0.11929023714913542,,,,,
180,0.11929023714913542,,,,,
181,0.11929023714913542,,,,,
182,0.11929023714913542,,,,,
183,0.11929023714913542,,,,,
184,0.11929023714913542,,,,,
185,0.11929023714913542,,,,,
186,0.11929023714913542,,,,,
187,0.11929023714913542,,,,,
188,0.11929023714913542,,,,,
189,0.11929023714913542,,,,,
190,0.11929023714913542,,,,,
191,0.11929023714913542,,,,,
192,0.11929023714913542,,,,,
193,0.11929023714913542,,,,,
194,0.11929023714913542,,,,,
195,0.11929023714913542,,,,,
196,0.11929023714913542,,,,,
197,0.11929023714913542,,,,,
198,0.11929023714913542,,,,,
199,0.11929023714913542,,,,,
200,0.11929023714913542,,,,,
