instance_stem,num_subjects,num_groups,num_p,population_size,generations,crossover_rate,mutation_rate,tournament_size,elitism,seed,best_fitness,elapsed_seconds,results_file,assignment_file,arm_type,instance_id,h_file,m_file
H_40_obs_5_id_5,40,2,5,100,200,1.0,0.14,2,3,123,0.28019928885074874,1.0363782910008013,results/twoarm/GA_results_H_40_obs_5_id_5_P100_G200_C1p00_M0p14_T2_E3.csv,results/twoarm/GA_assignment_H_40_obs_5_id_5_P100_G200_C1p00_M0p14_T2_E3.csv,twoarm,5,covariate_matrices_twoarm/H_40_obs_5_id_5.csv,moments_matrices/M_l_2_2.csv
H_50_obs_3_id_1,50,2,3,100,200,1.0,0.14,2,3,123,0.1238504637372454,1.1191909999997733,results/twoarm/GA_results_H_50_obs_3_id_1_P100_G200_C1p00_M0p14_T2_E3.csv,results/twoarm/GA_assignment_H_50_obs_3_id_1_P100_G200_C1p00_M0p14_T2_E3.csv,twoarm,1,covariate_matrices_twoarm/H_50_obs_3_id_1.csv,moments_matrices/M_l_2_0.csv
H_50_obs_3_id_2,50,2,3,100,200,1.0,0.14,2,3,123,0.1309450921868478,1.1231960829991294,results/twoarm/GA_results_H_50_obs_3_id_2_P100_G200_C1p00_M0p14_T2_E3.csv,results/twoarm/GA_assignment_H_50_obs_3_id_2_P100_G200_C1p00_M0p14_T2_E3.csv,twoarm,2,covariate_matrices_twoarm/H_50_obs_3_id_2.csv,moments_matrices/M_l_2_0.csv
H_50_obs_3_id_3,50,2,3,100,200,1.0,0.14,2,3,123,0.1495202229634939,1.1231663750004373,results/twoarm/GA_results_H_50_obs_3_id_3_P100_G200_C1p00_M0p14_T2_E3.csv,results/twoarm/GA_assignment_H_50_obs_3_id_3_P100_G200_C1p00_M0p14_T2_E3.csv,twoarm,3,covariate_matrices_twoarm/H_50_obs_3_id_3.csv,moments_matrices/M_l_2_0.csv
H_50_obs_3_id_4,50,2,3,100,200,1.0,0.14,2,3,123,0.12164422910892529,1.121334041999944,results/twoarm/GA_results_H_50_obs_3_id_4_P100_G200_C1p00_M0p14_T2_E3.csv,results/twoarm/GA_assignment_H_50_obs_3_id_4_P100_G200_C1p00_M0p14_T2_E3.csv,twoarm,4,covariate_matrices_twoarm/H_50_obs_3_id_4.csv,moments_matrices/M_l_2_0.csv
H_50_obs_3_id_5,50,2,3,100,200,1.0,0.14,2,3,123,0.15172256368753323,1.128732208000656,results/twoarm/GA_results_H_50_obs_3_id_5_P100_G200_C1p00_M0p14_T2_E3.csv,results/twoarm/GA_assignment_H_50_obs_3_id_5_P100_G200_C1p00_M0p14_T2_E3.csv,twoarm,5,covariate_matrices_twoarm/H_50_obs_3_id_5.csv,moments_matrices/M_l_2_0.csv
H_50_obs_4_id_1,50,2,4,100,200,1.0,0.14,2,3,123,0.17011425078675033,1.1296100420004223,results/twoarm/GA_results_H_50_obs_4_id_1_P100_G200_C1p00_M0p14_T2_E3.csv,results/twoarm/GA_assignment_H_50_obs_4_id_1_P100_G200_C1p00_M0p14_T2_E3.csv,twoarm,1,covariate_matrices_twoarm/H_50_obs_4_id_1.csv,moments_matrices/M_l_2_1.csv
H_50_obs_4_id_2,50,2,4,100,200,1.0,0.14,2,3,123,0.16884486894574233,1.1330443339993508,results/twoarm/GA_results_H_50_obs_4_id_2_P100_G200_C1p00_M0p14_T2_E3.csv,results/twoarm/GA_assignment_H_50_obs_4_id_2_P100_G200_C1p00_M0p14_T2_E3.csv,twoarm,2,covariate_matrices_twoarm/H_50_obs_4_id_2.csv,moments_matrices/M_l_2_1.csv
H_50_obs_4_id_3,50,2,4,100,200,1.0,0.14,2,3,123,0.19073522639402926,1.139123708000625,results/twoarm/GA_results_H_50_obs_4_id_3_P100_G200_C1p00_M0p14_T2_E3.csv,results/twoarm/GA_assignment_H_50_obs_4_id_3_P100_G200_C1p00_M0p14_T2_E3.csv,twoarm,3,covariate_matrices_twoarm/H_50_obs_4_id_3.csv,moments_matrices/M_l_2_1.csv
H_50_obs_4_id_4,50,2,4,100,200,1.0,0.14,2,3,123,0.1734406352129756,1.1564231669999572,results/twoarm/GA_results_H_50_obs_4_id_4_P100_G200_C1p00_M0p14_T2_E3.csv,results/twoarm/GA_assignment_H_50_obs_4_id_4_P100_G200_C1p00_M0p14_T2_E3.csv,twoarm,4,covariate_matrices_twoarm/H_50_obs_4_id_4.csv,moments_matrices/M_l_2_1.csv
H_50_obs_4_id_5,50,2,4,100,200,1.0,0.14,2,3,123,0.17145501472110514,1.1734296249996987,results/twoarm/GA_results_H_50_obs_4_id_5_P100_G200_C1p00_M0p14_T2_E3.csv,results/twoarm/GA_assignment_H_50_obs_4_id_5_P100_G200_C1p00_M0p14_T2_E3.csv,twoarm,5,covariate_matrices_twoarm/H_50_obs_4_id_5.csv,moments_matrices/M_l_2_1.csv
H_50_obs_5_id_1,50,2,5,100,200,1.0,0.14,2,3,123,0.2274754951375516,1.166729458998816,results/twoarm/GA_results_H_50_obs_5_id_1_P100_G200_C1p00_M0p14_T2_E3.csv,results/twoarm/GA_assignment_H_50_obs_5_id_1_P100_G200_C1p00_M0p14_T2_E3.csv,twoarm,1,covariate_matrices_twoarm/H_50_obs_5_id_1.csv,moments_matrices/M_l_2_2.csv
H_50_obs_5_id_2,50,2,5,100,200,1.0,0.14,2,3,123,0.22522310928869554,1.1659037079989503,results/twoarm/GA_results_H_50_obs_5_id_2_P100_G200_C1p00_M0p14_T2_E3.csv,results/twoarm/GA_assignment_H_50_obs_5_id_2_P100_G200_C1p00_M0p14_T2_E3.csv,twoarm,2,covariate_matrices_twoarm/H_50_obs_5_id_2.csv,moments_matrices/M_l_2_2.csv
H_50_obs_5_id_3,50,2,5,100,200,1.0,0.14,2,3,123,0.22703805017867326,1.1658309169997665,results/twoarm/GA_results_H_50_obs_5_id_3_P100_G200_C1p00_M0p14_T2_E3.csv,results/twoarm/GA_assignment_H_50_obs_5_id_3_P100_G200_C1p00_M0p14_T2_E3.csv,twoarm,3,covariate_matrices_twoarm/H_50_obs_5_id_3.csv,moments_matrices/M_l_2_2.csv
H_50_obs_5_id_4,50,2,5,100,200,1.0,0.14,2,3,123,0.22378311430900097,1.1651113749994693,results/twoarm/GA_results_H_50_obs_5_id_4_P100_G200_C1p00_M0p14_T2_E3.csv,results/twoarm/GA_assignment_H_50_obs_5_id_4_P100_G200_C1p00_M0p14_T2_E3.csv,twoarm,4,covariate_matrices_twoarm/H_50_obs_5_id_4.csv,moments_matrices/M_l_2_2.csv
H_50_obs_5_id_5,50,2,5,100,200,1.0,0.14,2,3,123,0.23930879595892374,1.1694153749995166,results/twoarm/GA_results_H_50_obs_5_id_5_P100_G200_C1p00_M0p14_T2_E3.csv,results/twoarm/GA_assignment_H_50_obs_5_id_5_P100_G200_C1p00_M0p14_T2_E3.csv,twoarm,5,covariate_matrices_twoarm/H_50_obs_5_id_5.csv,moments_matrices/M_l_2_2.csv
H_120_obs_3_id_1,120,3,3,100,200,1.0,0.14,2,3,123,0.08167545836937715,2.437154166000255,results/multiarm/groups_3/GA_results_H_120_obs_3_id_1_P100_G200_C1p00_M0p14_T2_E3.csv,results/multiarm/groups_3/GA_assignment_H_120_obs_3_id_1_P100_G200_C1p00_M0p14_T2_E3.csv,multiarm,1,covariate_matrices_multiarm/H_120_obs_3_id_1.csv,moments_matrices/M_l_2_0.csv
H_120_obs_3_id_2,120,3,3,100,200,1.0,0.14,2,3,123,0.08904387964474358,2.440446750000774,results/multiarm/groups_3/GA_results_H_120_obs_3_id_2_P100_G200_C1p00_M0p14_T2_E3.csv,results/multiarm/groups_3/GA_assignment_H_120_obs_3_id_2_P100_G200_C1p00_M0p14_T2_E3.csv,multiarm,2,covariate_matrices_multiarm/H_120_obs_3_id_2.csv,moments_matrices/M_l_2_0.csv
H_120_obs_3_id_3,120,3,3,100,200,1.0,0.14,2,3,123,0.08681215296163344,2.480918417000794,results/multiarm/groups_3/GA_results_H_120_obs_3_id_3_P100_G200_C1p00_M0p14_T2_E3.csv,results/multiarm/groups_3/GA_assignment_H_120_obs_3_id_3_P100_G200_C1p00_M0p14_T2_E3.csv,multiarm,3,covariate_matrices_multiarm/H_120_obs_3_id_3.csv,moments_matrices/M_l_2_0.csv
H_120_obs_3_id_4,120,3,3,100,200,1.0,0.14,2,3,123,0.09369975147223762,2.4772978330001934,results/multiarm/groups_3/GA_results_H_120_obs_3_id_4_P100_G200_C1p00_M0p14_T2_E3.csv,results/multiarm/groups_3/GA_assignment_H_120_obs_3_id_4_P100_G200_C1p00_M0p14_T2_E3.csv,multiarm,4,covariate_matrices_multiarm/H_120_obs_3_id_4.csv,moments_matrices/M_l_2_0.csv
H_120_obs_3_id_5,120,3,3,100,200,1.0,0.14,2,3,123,0.08117432494689453,2.4611270839995996,results/multiarm/groups_3/GA_results_H_120_obs_3_id_5_P100_G200_C1p00_M0p14_T2_E3.csv,results/multiarm/groups_3/GA_assignment_H_120_obs_3_id_5_P100_G200_C1p00_M0p14_T2_E3.csv,multiarm,5,covariate_matrices_multiarm/H_120_obs_3_id_5.csv,moments_matrices/M_l_2_0.csv
H_120_obs_5_id_1,120,3,5,100,200,1.0,0.14,2,3,123,0.1500846717662612,2.5037423329995363,results/multiarm/groups_3/GA_results_H_120_obs_5_id_1_P100_G200_C1p00_M0p14_T2_E3.csv,results/multiarm/groups_3/GA_assignment_H_120_obs_5_id_1_P100_G200_C1p00_M0p14_T2_E3.csv,multiarm,1,covariate_matrices_multiarm/H_120_obs_5_id_1.csv,moments_matrices/M_l_4_0.csv
H_120_obs_5_id_2,120,3,5,100,200,1.0,0.14,2,3,123,0.14288496572615025,2.525857291999273,results/multiarm/groups_3/GA_results_H_120_obs_5_id_2_P100_G200_C1p00_M0p14_T2_E3.csv,results/multiarm/groups_3/GA_assignment_H_120_obs_5_id_2_P100_G200_C1p00_M0p14_T2_E3.csv,multiarm,2,covariate_matrices_multiarm/H_120_obs_5_id_2.csv,moments_matrices/M_l_4_0.csv
H_120_obs_5_id_3,120,3,5,100,200,1.0,0.14,2,3,123,0.14219520722391107,2.5415328330000193,results/multiarm/groups_3/GA_results_H_120_obs_5_id_3_P100_G200_C1p00_M0p14_T2_E3.csv,results/multiarm/groups_3/GA_assignment_H_120_obs_5_id_3_P100_G200_C1p00_M0p14_T2_E3.csv,multiarm,3,covariate_matrices_multiarm/H_120_obs_5_id_3.csv,moments_matrices/M_l_4_0.csv
H_120_obs_5_id_4,120,3,5,100,200,1.0,0.14,2,3,123,0.1448042789088016,2.529810333999194,results/multiarm/groups_3/GA_results_H_120_obs_5_id_4_P100_G200_C1p00_M0p14_T2_E3.csv,results/multiarm/groups_3/GA_assignment_H_120_obs_5_id_4_P100_G200_C1p00_M0p14_T2_E3.csv,multiarm,4,covariate_matrices_multiarm/H_120_obs_5_id_4.csv,moments_matrices/M_l_4_0.csv
H_120_obs_5_id_5,120,3,5,100,200,1.0,0.14,2,3,123,0.15170276451355463,2.5444447080008104,results/multiarm/groups_3/GA_results_H_120_obs_5_id_5_P100_G200_C1p00_M0p14_T2_E3.csv,results/multiarm/groups_3/GA_assignment_H_120_obs_5_id_5_P100_G200_C1p00_M0p14_T2_E3.csv,multiarm,5,covariate_matrices_multiarm/H_120_obs_5_id_5.csv,moments_matrices/M_l_4_0.csv
H_240_obs_3_id_1,240,3,3,100,200,1.0,0.14,2,3,123,0.04230765715627802,4.9952782499985915,results/multiarm/groups_3/GA_results_H_240_obs_3_id_1_P100_G200_C1p00_M0p14_T2_E3.csv,results/multiarm/groups_3/GA_assignment_H_240_obs_3_id_1_P100_G200_C1p00_M0p14_T2_E3.csv,multiarm,1,covariate_matrices_multiarm/H_240_obs_3_id_1.csv,moments_matrices/M_l_2_0.csv
H_240_obs_3_id_2,240,3,3,100,200,1.0,0.14,2,3,123,0.03964678302934596,4.984935417000088,results/multiarm/groups_3/GA_results_H_240_obs_3_id_2_P100_G200_C1p00_M0p14_T2_E3.csv,results/multiarm/groups_3/GA_assignment_H_240_obs_3_id_2_P100_G200_C1p00_M0p14_T2_E3.csv,multiarm,2,covariate_matrices_multiarm/H_240_obs_3_id_2.csv,moments_matrices/M_l_2_0.csv
H_240_obs_3_id_3,240,3,3,100,200,1.0,0.14,2,3,123,0.04289708719912769,5.004603083001712,results/multiarm/groups_3/GA_results_H_240_obs_3_id_3_P100_G200_C1p00_M0p14_T2_E3.csv,results/multiarm/groups_3/GA_assignment_H_240_obs_3_id_3_P100_G200_C1p00_M0p14_T2_E3.csv,multiarm,3,covariate_matrices_multiarm/H_240_obs_3_id_3.csv,moments_matrices/M_l_2_0.csv
H_240_obs_3_id_4,240,3,3,100,200,1.0,0.14,2,3,123,0.044048162937280366,5.00844429099925,results/multiarm/groups_3/GA_results_H_240_obs_3_id_4_P100_G200_C1p00_M0p14_T2_E3.csv,results/multiarm/groups_3/GA_assignment_H_240_obs_3_id_4_P100_G200_C1p00_M0p14_T2_E3.csv,multiarm,4,covariate_matrices_multiarm/H_240_obs_3_id_4.csv,moments_matrices/M_l_2_0.csv
H_240_obs_3_id_5,240,3,3,100,200,1.0,0.14,2,3,123,0.042617487577505705,4.991574499999842,results/multiarm/groups_3/GA_results_H_240_obs_3_id_5_P100_G200_C1p00_M0p14_T2_E3.csv,results/multiarm/groups_3/GA_assignment_H_240_obs_3_id_5_P100_G200_C1p00_M0p14_T2_E3.csv,multiarm,5,covariate_matrices_multiarm/H_240_obs_3_id_5.csv,moments_matrices/M_l_2_0.csv
H_240_obs_5_id_1,240,3,5,100,200,1.0,0.14,2,3,123,0.07232837655000302,5.05996999999843,results/multiarm/groups_3/GA_results_H_240_obs_5_id_1_P100_G200_C1p00_M0p14_T2_E3.csv,results/multiarm/groups_3/GA_assignment_H_240_obs_5_id_1_P100_G200_C1p00_M0p14_T2_E3.csv,multiarm,1,covariate_matrices_multiarm/H_240_obs_5_id_1.csv,moments_matrices/M_l_4_0.csv
H_240_obs_5_id_2,240,3,5,100,200,1.0,0.14,2,3,123,0.07164756566607913,5.128154291000101,results/multiarm/groups_3/GA_results_H_240_obs_5_id_2_P100_G200_C1p00_M0p14_T2_E3.csv,results/multiarm/groups_3/GA_assignment_H_240_obs_5_id_2_P100_G200_C1p00_M0p14_T2_E3.csv,multiarm,2,covariate_matrices_multiarm/H_240_obs_5_id_2.csv,moments_matrices/M_l_4_0.csv
H_240_obs_5_id_3,240,3,5,100,200,1.0,0.14,2,3,123,0.07158811037017082,5.1742350830008945,results/multiarm/groups_3/GA_results_H_240_obs_5_id_3_P100_G200_C1p00_M0p14_T2_E3.csv,results/multiarm/groups_3/GA_assignment_H_240_obs_5_id_3_P100_G200_C1p00_M0p14_T2_E3.csv,multiarm,3,covariate_matrices_multiarm/H_240_obs_5_id_3.csv,moments_matrices/M_l_4_0.csv
H_240_obs_5_id_4,240,3,5,100,200,1.0,0.14,2,3,123,0.06796217845428601,5.096495499999946,results/multiarm/groups_3/GA_results_H_240_obs_5_id_4_P100_G200_C1p00_M0p14_T2_E3.csv,results/multiarm/groups_3/GA_assignment_H_240_obs_5_id_4_P100_G200_C1p00_M0p14_T2_E3.csv,multiarm,4,covariate_matrices_multiarm/H_240_obs_5_id_4.csv,moments_matrices/M_l_4_0.csv
H_240_obs_5_id_5,240,3,5,100,200,1.0,0.14,2,3,123,0.07191073614643834,5.133161959000063,results/multiarm/groups_3/GA_results_H_240_obs_5_id_5_P100_G200_C1p00_M0p14_T2_E3.csv,results/multiarm/groups_3/GA_assignment_H_240_obs_5_id_5_P100_G200_C1p00_M0p14_T2_E3.csv,multiarm,5,covariate_matrices_multiarm/H_240_obs_5_id_5.csv,moments_matrices/M_l_4_0.csv
H_360_obs_3_id_1,360,3,3,100,200,1.0,0.14,2,3,123,0.028273339231046107,8.87804474999939,results/multiarm/groups_3/GA_results_H_360_obs_3_id_1_P100_G200_C1p00_M0p14_T2_E3.csv,results/multiarm/groups_3/GA_assignment_H_360_obs_3_id_1_P100_G200_C1p00_M0p14_T2_E3.csv,multiarm,1,covariate_matrices_multiarm/H_360_obs_3_id_1.csv,moments_matrices/M_l_2_0.csv
H_360_obs_3_id_2,360,3,3,100,200,1.0,0.14,2,3,123,0.02884744339486106,8.733749958000772,results/multiarm/groups_3/GA_results_H_360_obs_3_id_2_P100_G200_C1p00_M0p14_T2_E3.csv,results/multiarm/groups_3/GA_assignment_H_360_obs_3_id_2_P100_G200_C1p00_M0p14_T2_E3.csv,multiarm,2,covariate_matrices_multiarm/H_360_obs_3_id_2.csv,moments_matrices/M_l_2_0.csv
H_360_obs_3_id_3,360,3,3,100,200,1.0,0.14,2,3,123,0.026738630909510203,8.865292915999817,results/multiarm/groups_3/GA_results_H_360_obs_3_id_3_P100_G200_C1p00_M0p14_T2_E3.csv,results/multiarm/groups_3/GA_assignment_H_360_obs_3_id_3_P100_G200_C1p00_M0p14_T2_E3.csv,multiarm,3,covariate_matrices_multiarm/H_360_obs_3_id_3.csv,moments_matrices/M_l_2_0.csv
H_360_obs_3_id_4,360,3,3,100,200,1.0,0.14,2,3,123,0.028064934018902726,8.73857020899959,results/multiarm/groups_3/GA_results_H_360_obs_3_id_4_P100_G200_C1p00_M0p14_T2_E3.csv,results/multiarm/groups_3/GA_assignment_H_360_obs_3_id_4_P100_G200_C1p00_M0p14_T2_E3.csv,multiarm,4,covariate_matrices_multiarm/H_360_obs_3_id_4.csv,moments_matrices/M_l_2_0.csv
H_360_obs_3_id_5,360,3,3,100,200,1.0,0.14,2,3,123,0.025761614184256286,8.821678042000713,results/multiarm/groups_3/GA_results_H_360_obs_3_id_5_P100_G200_C1p00_M0p14_T2_E3.csv,results/multiarm/groups_3/GA_assignment_H_360_obs_3_id_5_P100_G200_C1p00_M0p14_T2_E3.csv,multiarm,5,covariate_matrices_multiarm/H_360_obs_3_id_5.csv,moments_matrices/M_l_2_0.csv
H_360_obs_5_id_1,360,3,5,100,200,1.0,0.14,2,3,123,0.04665978457053526,8.81131383399952,results/multiarm/groups_3/GA_results_H_360_obs_5_id_1_P100_G200_C1p00_M0p14_T2_E3.csv,results/multiarm/groups_3/GA_assignment_H_360_obs_5_id_1_P100_G200_C1p00_M0p14_T2_E3.csv,multiarm,1,covariate_matrices_multiarm/H_360_obs_5_id_1.csv,moments_matrices/M_l_4_0.csv
H_360_obs_5_id_2,360,3,5,100,200,1.0,0.14,2,3,123,0.04824065851349953,8.88704400000097,results/multiarm/groups_3/GA_results_H_360_obs_5_id_2_P100_G200_C1p00_M0p14_T2_E3.csv,results/multiarm/groups_3/GA_assignment_H_360_obs_5_id_2_P100_G200_C1p00_M0p14_T2_E3.csv,multiarm,2,covariate_matrices_multiarm/H_360_obs_5_id_2.csv,moments_matrices/M_l_4_0.csv
H_360_obs_5_id_3,360,3,5,100,200,1.0,0.14,2,3,123,0.047574615979495485,8.869594000001598,results/multiarm/groups_3/GA_results_H_360_obs_5_id_3_P100_G200_C1p00_M0p14_T2_E3.csv,results/multiarm/groups_3/GA_assignment_H_360_obs_5_id_3_P100_G200_C1p00_M0p14_T2_E3.csv,multiarm,3,covariate_matrices_multiarm/H_360_obs_5_id_3.csv,moments_matrices/M_l_4_0.csv
H_360_obs_5_id_4,360,3,5,100,200,1.0,0.14,2,3,123,0.048077281864195034,8.982999416999519,results/multiarm/groups_3/GA_results_H_360_obs_5_id_4_P100_G200_C1p00_M0p14_T2_E3.csv,results/multiarm/groups_3/GA_assignment_H_360_obs_5_id_4_P100_G200_C1p00_M0p14_T2_E3.csv,multiarm,4,covariate_matrices_multiarm/H_360_obs_5_id_4.csv,moments_matrices/M_l_4_0.csv
H_360_obs_5_id_5,360,3,5,100,200,1.0,0.14,2,3,123,0.04667742474458876,8.933926375000738,results/multiarm/groups_3/GA_results_H_360_obs_5_id_5_P100_G200_C1p00_M0p14_T2_E3.csv,results/multiarm/groups_3/GA_assignment_H_360_obs_5_id_5_P100_G200_C1p00_M0p14_T2_E3.csv,multiarm,5,covariate_matrices_multiarm/H_360_obs_5_id_5.csv,moments_matrices/M_l_4_0.csv
H_120_obs_3_id_1,120,4,3,100,200,1.0,0.14,2,3,123,0.10893918210617204,2.720294124999782,results/multiarm/groups_4/GA_results_H_120_obs_3_id_1_P100_G200_C1p00_M0p14_T2_E3.csv,results/multiarm/groups_4/GA_assignment_H_120_obs_3_id_1_P100_G200_C1p00_M0p14_T2_E3.csv,multiarm,1,covariate_matrices_multiarm/H_120_obs_3_id_1.csv,moments_matrices/M_l_2_0.csv
H_120_obs_3_id_2,120,4,3,100,200,1.0,0.14,2,3,123,0.11929023714913542,2.7351805420003075,results/multiarm/groups_4/GA_results_H_120_obs_3_id_2_P100_G200_C1p00_M0p14_T2_E3.csv,results/multiarm/groups_4/GA_assignment_H_120_obs_3_id_2_P100_G200_C1p00_M0p14_T2_E3.csv,multiarm,2,covariate_matrices_multiarm/H_120_obs_3_id_2.csv,moments_matrices/M_l_2_0.csv
H_120_obs_3_id_3,120,4,3,100,200,1.0,0.14,2,3,123,0.1159289693230347,2.714110291999532,results/multiarm/groups_4/GA_results_H_120_obs_3_id_3_P100_G200_C1p00_M0p14_T2_E3.csv,results/multiarm/groups_4/GA_assignment_H_120_obs_3_id_3_P100_G200_C1p00_M0p14_T2_E3.csv,multiarm,3,covariate_matrices_multiarm/H_120_obs_3_id_3.csv,moments_matrices/M_l_2_0.csv
H_120_obs_3_id_4,120,4,3,100,200,1.0,0.14,2,3,123,0.12529299537286748,2.7209794590016827,results/multiarm/groups_4/GA_results_H_120_obs_3_id_4_P100_G200_C1p00_M0p14_T2_E3.csv,results/multiarm/groups_4/GA_assignment_H_120_obs_3_id_4_P100_G200_C1p00_M0p14_T2_E3.csv,multiarm,4,covariate_matrices_multiarm/H_120_obs_3_id_4.csv,moments_matrices/M_l_2_0.csv
H_120_obs_3_id_5,120,4,3,100,200,1.0,0.14,2,3,123,0.10843558461368126,2.7018270829994435,results/multiarm/groups_4/GA_results_H_120_obs_3_id_5_P100_G200_C1p00_M0p14_T2_E3.csv,results/multiarm/groups_4/GA_assignment_H_120_obs_3_id_5_P100_G200_C1p00_M0p14_T2_E3.csv,multiarm,5,covariate_matrices_multiarm/H_120_obs_3_id_5.csv,moments_matrices/M_l_2_0.csv
H_120_obs_5_id_1,120,4,5,100,200,1.0,0.14,2,3,123,0.2016891439119636,2.7890088339991053,results/multiarm/groups_4/GA_results_H_120_obs_5_id_1_P100_G200_C1p00_M0p14_T2_E3.csv,results/multiarm/groups_4/GA_assignment_H_120_obs_5_id_1_P100_G200_C1p00_M0p14_T2_E3.csv,multiarm,1,covariate_matrices_multiarm/H_120_obs_5_id_1.csv,moments_matrices/M_l_4_0.csv
H_120_obs_5_id_2,120,4,5,100,200,1.0,0.14,2,3,123,0.1931710488600729,2.7824621250001655,results/multiarm/groups_4/GA_results_H_120_obs_5_id_2_P100_G200_C1p00_M0p14_T2_E3.csv,results/multiarm/groups_4/GA_assignment_H_120_obs_5_id_2_P100_G200_C1p00_M0p14_T2_E3.csv,multiarm,2,covariate_matrices_multiarm/H_120_obs_5_id_2.csv,moments_matrices/M_l_4_0.csv
H_120_obs_5_id_3,120,4,5,100,200,1.0,0.14,2,3,123,0.19067846817190562,2.809333040999263,results/multiarm/groups_4/GA_results_H_120_obs_5_id_3_P100_G200_C1p00_M0p14_T2_E3.csv,results/multiarm/groups_4/GA_assignment_H_120_obs_5_id_3_P100_G200_C1p00_M0p14_T2_E3.csv,multiarm,3,covariate_matrices_multiarm/H_120_obs_5_id_3.csv,moments_matrices/M_l_4_0.csv
